player_name,role,Runs 2025,bat_avg,Wkts 2025,bowl_avg,strike_rate,highest_score,economy,Bowling SR,team,format,wickets,name_key,bbi_wkts,designation,role_sq,runs,innings,matches_played,centuries,five_wickets,batting_score,bowling_score,allrounder_score,is_wicketkeeper,is_batter,is_bowler,is_spin_bowler,is_pace_bowler,is_allrounder,is_batting_ar,is_bowling_ar,high_striker,power_hitter,elite_striker,experienced_batter,elite_batter,wicket_taker,economy_bowler,century_scorer,role_encoded,is_in_probable_11
Kamindu Mendis,Batting All-Rounder,220,27.5,,22.8,130.4,52.0,7.6,18.0,Sri Lanka,T20,5.0,kamindu mendis,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,47.75692815567719,4.214274830696256,14.290613035770885,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1
Tadiwanashe Marumani,Batter,380,27.14,,0.0,130.4,62.0,0.0,0.0,Zimbabwe,T20,0.0,tadiwanashe marumani,,,,0.0,0.0,0.0,0.0,0.0,47.47545825731909,0.0,10.58545476561066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mohammad Ishaq,Wicketkeeper,140,23.33,0.0,0.0,135.0,42.0,0.0,0.0,Afghanistan,T20,0.0,mohammad ishaq,,,,104.0,8.0,8.0,0.0,0.0,47.41725306228824,0.0,10.5674579165116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
George Dockrell,Bowling All-Rounder,240,24.0,11.0,24.8,135.0,58.0,7.2,20.7,Ireland,T20,0.0,george dockrell,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,47.218312918078354,1.6962500575826538,11.962246922671877,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,1
Rishad Hossain,Spin Bowler,110,15.71,21.0,20.2,145.0,44.0,7.8,15.5,Bangladesh,T20,73.0,rishad hossain,18-Mar,,,213.0,33.0,56.0,0.0,0.0,46.995048214751094,39.07794367234334,43.98693975462892,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,6,1
Nurul Hasan,Wicketkeeper,220,24.44,0.0,0.0,125.0,45.0,0.0,0.0,Bangladesh,T20,0.0,nurul hasan,,,,570.0,50.0,55.0,0.0,0.0,46.74572148379811,0.0,10.359822627652349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Corbin Bosch,Bowling All-Rounder,460,29.0,,30.0,125.8,52.0,7.95,22.6,South Africa,T20,26.0,corbin bosch,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,46.73182173573103,14.70210215973019,22.977885864904945,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Sam Curran,Bowling All-Rounder,280,20.0,25.0,24.5,140.5,48.0,8.55,17.2,England,T20,0.0,sam curran,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,46.71879072191817,1.3960305392941064,11.550045515084367,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4,1
P. Hossain Emon,Batter,380,27.14,0.0,0.0,128.4,72.0,0.0,0.0,Bangladesh,T20,0.0,p. hossain emon,,,,0.0,0.0,0.0,0.0,0.0,46.51985057770828,0.0,10.289984108760493,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Curtis Campher,Bowling All-Rounder,280,25.45,14.0,22.1,130.6,72.0,8.4,15.8,Ireland,T20,0.0,curtis campher,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,46.24967422465467,1.5020244883000653,11.495996459760324,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1
Clive Madande,Wicketkeeper,340,28.33,,0.0,125.6,74.0,0.0,0.0,Zimbabwe,T20,0.0,clive madande,,,Wicketkeeper-Batter,0.0,0.0,0.0,0.0,0.0,46.112414212492396,0.0,10.1640061650671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
Romario Shepherd,Bowling All-Rounder,190,19.0,,23.2,140.4,44.0,9.1,15.3,West Indies,T20,18.0,romario shepherd,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,45.889149509165165,10.551396494889186,19.15378248663156,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,4,0
Roston Chase,Batting All-Rounder,210,26.25,,22.8,126.2,67.0,7.2,19.0,West Indies,T20,12.0,roston chase,,,,0.0,0.0,0.0,0.0,0.0,44.772825992528894,7.900947282126565,16.53309908859889,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,1
Jacob Bethell,Batting All-Rounder,472,15.73,8.0,23.88,143.03,38.0,9.05,15.83,England,T20,0.0,jacob bethell,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,44.58908869776735,1.323364944187429,10.829162454843619,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0
Wesley Madhevere,Batting All-Rounder,220,22.0,,24.8,132.5,55.0,7.6,19.6,Zimbabwe,T20,9.0,wesley madhevere,,,,0.0,0.0,0.0,0.0,0.0,44.460081661019885,6.201018740748488,14.97694084614735,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0
Dasun Shanaka,Batting All-Rounder,274,20.0,,24.44,135.6,48.0,8.45,17.4,Sri Lanka,T20,9.0,dasun shanaka,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,44.37755190687169,6.0249348142287165,14.800247613482771,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0
Richmond Mutumbami,Wicketkeeper,240,24.0,,0.0,128.8,52.0,0.0,0.0,Zimbabwe,T20,0.0,richmond mutumbami,,,,0.0,0.0,0.0,0.0,0.0,44.25592911128487,0.0,9.589987261713652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
A. G. Saqlain,Bowling All-Rounder,85,21.25,7.0,25.5,130.0,32.0,7.6,20.1,Bangladesh,T20,0.0,a. g. saqlain,,,,0.0,0.0,0.0,0.0,0.0,42.67917643992702,1.5742072726831577,10.453982538973406,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,1
Benjamin Calitz,Batter,180,25.71,0.0,0.0,122.5,45.0,0.0,0.0,Ireland,T20,0.0,benjamin calitz,,,,0.0,0.0,0.0,0.0,0.0,42.58274693771176,0.0,9.072645002537815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Dion Myers,Batter,280,25.45,,36.0,122.5,66.0,8.5,25.4,Zimbabwe,T20,2.0,dion myers,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,42.3794631222309,2.2043562309015936,10.90232106343284,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
M. Saifuddin,Bowling All-Rounder,120,20.0,12.0,26.1,128.0,42.0,8.4,18.6,Bangladesh,T20,0.0,m. saifuddin,,,,0.0,0.0,0.0,0.0,0.0,40.74624272435062,1.382201176337452,9.691480831374601,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1
Jamie Overton,Bowling All-Rounder,120,15.0,28.0,27.2,135.0,35.0,8.9,18.3,England,T20,0.0,jamie overton,,,,0.0,0.0,0.0,0.0,0.0,40.18156545912605,1.261266575014043,9.413057191784329,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1
Jason Holder,Bowling All-Rounder,150,18.75,,27.5,128.6,38.0,8.4,19.6,West Indies,T20,14.0,jason holder,,,,0.0,0.0,0.0,0.0,0.0,40.05559899226826,8.516009139362502,15.602604450988157,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,1
Mahedi Hasan,Bowling All-Rounder,160,17.77,19.0,18.5,122.0,38.0,7.1,15.6,Bangladesh,T20,69.0,mahedi hasan,11-Apr,,,427.0,48.0,71.0,0.0,0.0,39.10346624967423,37.28664478057833,40.008985379912176,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Liam Dawson,Bowling All-Rounder,143,1.96,41.0,21.59,152.13,87.0,7.6,17.03,England,T20,0.0,liam dawson,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,38.1708800277995,1.696922383473845,9.165388546024026,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,4,1
Ben Dwarshuis,Pace Bowler,120,18.0,28.0,27.0,125.0,32.0,8.15,19.9,Australia,T20,0.0,ben dwarshuis,,,,0.0,0.0,0.0,0.0,0.0,37.74910954738945,1.4115470944521409,8.789972088491375,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1
Nangeyalia Kharote,Bowling All-Rounder,60,15.0,12.0,21.5,128.0,30.0,7.4,17.4,Afghanistan,T20,5.0,nangeyalia kharote,,,,30.0,6.0,7.0,0.0,0.0,37.045434801494224,4.310165605643206,11.060981766822863,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0
Tashinga Musekiwa,Batter,190,21.11,,0.0,118.4,44.0,0.0,0.0,Zimbabwe,T20,0.0,tashinga musekiwa,,,,0.0,0.0,0.0,0.0,0.0,37.02719138215619,0.0,7.354886047486168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mark Adair,Pace Bowler,95,15.83,25.0,19.4,125.5,48.0,8.1,14.4,Ireland,T20,0.0,mark adair,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,36.29137346885588,1.6729151549375945,8.563640290224253,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1
Tim Tector,Batter,140,20.0,0.0,0.0,118.4,38.0,0.0,0.0,Ireland,T20,0.0,tim tector,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,36.15932586221875,0.0,7.086544969128614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Josh Tongue,Pace Bowler,60,15.0,18.0,28.0,125.0,20.0,7.55,22.3,England,T20,0.0,tom hartley,,,,0.0,0.0,0.0,0.0,0.0,35.40352706107201,1.5259754449487297,8.162967388488017,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Graeme Cremer,Bowling All-Rounder,90,18.0,,21.8,120.0,32.0,7.5,17.4,Zimbabwe,T20,13.0,graeme cremer,,,,0.0,0.0,0.0,0.0,0.0,35.360090348362434,8.36945890906741,14.024949670926585,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Dushan Hemantha,Bowling All-Rounder,110,15.71,,31.5,120.4,38.0,8.85,21.4,Sri Lanka,T20,8.0,dushan hemantha,,,,0.0,0.0,0.0,0.0,0.0,20.76075058639563,5.279207739844643,10.877331170081359,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1
Varun Chakravarthy,Spin Bowler,58,10.0,40.0,13.0,128.89,13.0,7.08,11.17,India,T20,0.0,varun charkaravarthy,,,,0.0,0.0,0.0,0.0,0.0,33.352879854052645,2.361806234759032,8.24650942106031,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Shaheen Afridi,Pace Bowler,90,15.0,,19.2,120.0,35.0,7.65,15.1,Pakistan,T20,22.0,shaheen afridi,,,,0.0,0.0,0.0,0.0,0.0,33.014507862044994,13.047668727753171,17.316139563466667,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Dunith Wellalage,Bowling All-Rounder,90,18.0,,23.9,110.5,34.0,7.15,20.1,Sri Lanka,T20,11.0,dunith wellalage,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,21.820953870211113,7.367776687106766,10.761478555769845,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Jofra Archer,Pace Bowler,50,12.0,33.0,22.5,120.0,25.0,7.45,18.1,England,T20,0.0,jofra archer,,,Bowler,0.0,0.0,0.0,0.0,0.0,30.668925375727554,1.7018528121338594,6.850042561232797,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Keshav Maharaj,Bowling All-Rounder,100,18.0,,26.0,110.0,18.0,6.95,22.4,South Africa,T20,32.0,keshav maharaj,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,33.582051950308397,21.11731463785355,26.91653251379891,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Maheesh Theekshana,Spin Bowler,50,12.5,,21.2,115.2,22.0,6.55,19.4,Sri Lanka,T20,21.0,maheesh theekshana,,,Bowler,0.0,0.0,0.0,0.0,0.0,28.766397359047872,12.759878146834101,15.755558107241,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Akeal Hosein,Spin Bowler,75,15.0,,21.4,110.5,44.0,7.1,18.1,West Indies,T20,20.0,akeal hosein,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,28.475371383893673,12.073787522559803,15.076536767668344,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Gerald Coetzee,Pace Bowler,70,12.0,,27.0,115.0,15.0,8.2,19.8,South Africa,T20,30.0,gerald coetzee,,,,0.0,0.0,0.0,0.0,0.0,28.27990617670055,16.75996574924016,19.03937684498742,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1
Bradley Evans,Bowling All-Rounder,45,11.25,,25.4,115.4,28.0,8.2,18.6,Zimbabwe,T20,15.0,bradley evans,,,,0.0,0.0,0.0,0.0,0.0,27.884632091043343,9.12080189586433,12.358622243486746,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,1
Matthew Forde,Pace Bowler,40,13.3,,28.2,112.0,28.0,8.4,20.1,West Indies,T20,11.0,matthew forde,,,Bowler,0.0,0.0,0.0,0.0,0.0,27.86291373468856,6.964517311796192,10.500647764582304,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1
Nathan Ellis,Pace Bowler,70,14.0,38.0,23.0,110.0,18.0,7.6,18.2,Australia,T20,0.0,nathan ellis,,,Bowler,0.0,0.0,0.0,0.0,0.0,27.45460863521849,1.6478595367210467,5.809831261937024,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Wellington Masakadza,Spin Bowler,40,13.33,,24.5,110.5,22.0,7.4,19.9,Zimbabwe,T20,14.0,wellington masakadza,,,,0.0,0.0,0.0,0.0,0.0,27.169663799843633,8.819443150014209,11.878827559422625,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Kagiso Rabada,Pace Bowler,90,15.0,,25.0,105.5,12.0,7.8,19.2,South Africa,T20,36.0,kagiso rabada,,,Bowler,0.0,0.0,0.0,0.0,0.0,26.086352184866655,19.97100170900999,21.117944171456738,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Adam Milne,Pace Bowler,90,12.0,32.0,26.0,110.0,18.0,7.95,19.6,New Zealand,T20,0.0,adam milne,,,,0.0,0.0,0.0,0.0,0.0,25.89088697767354,1.4796196552078107,5.181892947267048,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Luke Wood,Pace Bowler,40,8.0,20.0,25.0,115.0,15.0,7.95,18.9,England,T20,0.0,mark wood,,,Bowler,0.0,0.0,0.0,0.0,0.0,25.15246286161063,1.5062024569667165,4.97639714396502,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0
Barry McCarthy,Pace Bowler,30,7.5,19.0,23.2,115.4,22.0,8.5,16.4,Ireland,T20,0.0,barry mccarthy,,,Bowler,0.0,0.0,0.0,0.0,0.0,24.952653983146554,1.445235608514451,4.862274362155574,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1
Nasum Ahmed,Spin Bowler,45,9.0,15.0,22.4,110.0,18.0,6.9,19.5,Bangladesh,T20,49.0,nasum ahmed,,,,115.0,24.0,49.0,0.0,0.0,24.34454000521241,26.942206171343773,26.564448257717043,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Adil Rashid,Spin Bowler,80,10.0,35.0,21.4,110.0,18.0,7.15,18.0,England,T20,0.0,adil rashid,,,Bowler,0.0,0.0,0.0,0.0,0.0,24.32716532012857,1.8206192280710636,4.991157704294409,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Mujeeb Ur Rahman,Spin Bowler,45,9.0,18.0,20.2,110.0,18.0,6.8,17.8,Afghanistan,T20,87.0,mujeeb ur rahman,,,Bowler,85.0,18.0,65.0,0.0,0.0,24.13604378420642,46.51089658536547,43.30050963046456,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Anrich Nortje,Pace Bowler,80,14.0,,24.0,102.4,10.0,7.45,19.3,South Africa,T20,34.0,anrich nortje,,,Bowler,0.0,0.0,0.0,0.0,0.0,23.82329945269742,19.060668497752637,19.636657331736433,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Jacob Duffy,Pace Bowler,100,14.0,34.0,27.0,102.3,10.0,8.15,19.9,New Zealand,T20,0.0,jacob duffy,,,Bowler,0.0,0.0,0.0,0.0,0.0,23.775519068716875,1.4115470944521409,4.469385256277828,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1
Xavier Bartlett,Pace Bowler,50,12.0,30.0,25.0,105.0,12.0,7.9,19.0,Australia,T20,0.0,xavier bartlett,,,,0.0,0.0,0.0,0.0,0.0,23.50186777864652,1.5174109908812832,4.47566172526372,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Naveen-ul-Haq,Pace Bowler,15,5.0,22.0,19.4,115.0,10.0,7.9,14.7,Afghanistan,T20,67.0,naveen-ul-haq,,,Bowler,44.0,14.0,48.0,0.0,0.0,23.112674832768654,36.01857877994575,33.97599989776262,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Fareed Ahmad,Pace Bowler,20,6.66,13.0,23.2,112.0,15.0,8.2,17.0,Afghanistan,T20,48.0,fareed ahmad,,,,33.0,6.0,38.0,0.0,0.0,22.9007036747459,26.080157460438112,25.377914588541234,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1
Noor Ahmad,Spin Bowler,30,10.0,21.0,18.5,105.0,12.0,6.7,16.6,Afghanistan,T20,20.0,noor ahmad,,,Bowler,85.0,13.0,26.0,0.0,0.0,22.528885413951876,12.318742174703274,13.448207123348684,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Lockie Ferguson,Pace Bowler,70,10.0,36.0,25.0,105.4,12.0,7.6,19.7,New Zealand,T20,0.0,lockie ferguson,,,Bowler,0.0,0.0,0.0,0.0,0.0,22.12926765702371,1.587759289266129,4.111655333351791,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Tanzim Sakib,Pace Bowler,30,10.0,16.0,23.8,105.0,15.0,8.5,16.8,Bangladesh,T20,0.0,tanzim sakib,,,,0.0,0.0,0.0,0.0,0.0,21.938146121101553,1.4264597234703098,3.9140788730433513,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1
Gudakesh Motie,Spin Bowler,45,11.25,,19.8,102.4,32.0,6.9,17.2,West Indies,T20,19.0,gudakesh motie,,,Bowler,0.0,0.0,0.0,0.0,0.0,21.67318217357311,11.68454583458872,12.639142869524061,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Naseem Shah,Pace Bowler,35,8.75,,22.4,105.0,20.0,7.85,17.1,Pakistan,T20,18.0,naseem shah,,,Bowler,62.0,14.0,37.0,0.0,0.0,21.391712275215006,10.824356683253303,11.8136054715292,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Ish Sodhi,Spin Bowler,110,15.0,40.0,24.0,95.0,15.0,7.8,18.5,New Zealand,T20,0.0,ish sodhi,,,Bowler,0.0,0.0,0.0,0.0,0.0,21.06941186690991,1.569057191407484,3.7678949916837787,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Jasprit Bumrah,Pace Bowler,70,12.0,71.0,24.0,99.3,15.0,5.5,15.5,India,T20,0.0,jasprit bumrah,,,Bowler,0.0,0.0,0.0,0.0,0.0,20.77838589175572,2.323877488265301,4.325955098466359,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Josh Little,Pace Bowler,15,5.0,22.0,18.5,110.0,15.0,7.6,14.6,Ireland,T20,0.0,josh little,,,Bowler,0.0,0.0,0.0,0.0,0.0,20.41786117626618,1.8305967756042407,3.7909802441024567,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0
Blessing Muzarabani,Pace Bowler,30,7.5,,19.2,105.0,15.0,7.1,16.2,Zimbabwe,T20,24.0,blessing muzarabani,,,Bowler,0.0,0.0,0.0,0.0,0.0,19.983494049170353,14.214164858669983,14.288479275367784,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Ravi Bishnoi,Spin Bowler,54,13.0,36.0,23.0,95.0,12.0,7.45,18.5,India,T20,0.0,ravi bishnoi,,,Bowler,0.0,0.0,0.0,0.0,0.0,19.505690209364964,1.6851582989519374,3.3840751418285393,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0
M. Humphreys,Spin Bowler,40,13.33,12.0,23.8,90.0,12.0,7.1,20.1,Ireland,T20,0.0,m. humphreys,,,,0.0,0.0,0.0,0.0,0.0,17.37468508383286,1.7530654439362912,2.7834766613897166,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Kyle Jamieson,Pace Bowler,80,13.0,28.0,26.0,90.0,8.0,7.75,20.1,New Zealand,T20,0.0,kyle jamieson,,,,0.0,0.0,0.0,0.0,0.0,17.116671010337946,1.5253215483304312,2.5081720579157185,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0
Lungi Ngidi,Pace Bowler,69,16.0,,23.0,85.0,8.0,7.25,19.0,South Africa,T20,40.0,lungi ngidi,,,Bowler,0.0,0.0,0.0,0.0,0.0,17.07323429762836,22.21589365828455,20.258450971724283,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,0
Alzarri Joseph,Pace Bowler,30,7.5,,25.4,98.0,15.0,8.8,17.3,West Indies,T20,16.0,alzarri joseph,,,Bowler,0.0,0.0,0.0,0.0,0.0,16.638867170532535,9.515701782878969,9.220507669696396,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1
Richard Ngarava,Pace Bowler,25,6.25,,20.5,100.0,12.0,7.3,16.8,Zimbabwe,T20,22.0,richard ngarava,,,Bowler,0.0,0.0,0.0,0.0,0.0,16.617148814177746,13.078837677974027,12.272891530721687,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Arshdeep Singh,Pace Bowler,60,11.0,45.0,22.0,90.6,12.0,8.15,16.2,India,T20,127.0,arshdeep singh,,,Bowler,89.0,29.0,84.0,0.0,0.0,16.45817044566067,66.57655572272726,58.153733048475786,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1
Lizaad Williams,Pace Bowler,60,12.0,,26.0,90.0,5.0,8.45,18.5,South Africa,T20,28.0,lizaad williams,,,,0.0,0.0,0.0,0.0,0.0,16.334810181565466,15.709851797052742,14.444427501605151,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0
Adam Zampa,Spin Bowler,90,12.0,45.0,22.0,90.0,15.0,7.25,18.2,Australia,T20,0.0,adam zampa,,,Bowler,0.0,0.0,0.0,0.0,0.0,16.334810181565466,1.771438689666307,2.4777250539378066,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Ben White,Spin Bowler,25,8.33,18.0,20.2,95.0,8.0,7.4,16.4,Ireland,T20,0.0,ben white,,,,0.0,0.0,0.0,0.0,0.0,15.854400138997484,1.8020613367053882,2.355474701754286,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Mohammed Siraj,Pace Bowler,50,10.0,30.0,26.0,90.0,10.0,8.2,19.0,India,T20,17.0,mohammed siraj,,,Bowler,14.0,4.0,17.0,0.0,0.0,14.868386760489969,10.129033532713118,9.199651725385422,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0
Shoriful Islam,Pace Bowler,25,6.25,18.0,21.5,95.0,12.0,8.2,15.7,Bangladesh,T20,64.0,shoriful islam,17-Mar,,,89.0,24.0,60.0,0.0,0.0,14.84666840413518,34.33048792130449,29.970883100047782,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1
Dilshan Madushanka,Pace Bowler,11,6.66,,18.5,84.0,10.0,8.2,12.4,Sri Lanka,T20,4.0,dilshan madushanka,,,Bowler,0.0,0.0,0.0,0.0,0.0,10.548692554947444,12.778000351646608,10.7896382309106684,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Craig Young,Pace Bowler,10,3.33,16.0,22.4,100.0,10.0,8.2,16.4,Ireland,T20,0.0,craig young,,,Bowler,0.0,0.0,0.0,0.0,0.0,14.33411519416211,1.5324332271288905,1.6539208966269143,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
Haris Rauf,Pace Bowler,20,5.0,,20.8,95.0,12.0,8.4,14.9,Pakistan,T20,25.0,haris rauf,Apr-31,,,143.0,31.0,94.0,0.0,0.0,14.244635565980367,14.35001670551629,12.630678088940822,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0
Kuldeep Yadav,Spin Bowler,100,14.0,36.0,24.0,80.0,20.0,6.8,21.2,India,T20,95.0,kuldeep yadav,7-Apr,,,48.0,10.0,54.0,0.0,0.0,13.454087394665969,50.47118084832258,43.39775226097302,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Rehan Ahmed,Spin Bowler,30,5.0,22.0,23.8,95.0,12.0,8.1,17.6,England,T20,0.0,reece topley,,,,0.0,0.0,0.0,0.0,0.0,13.250803579185131,1.5082551596363936,1.2982067476319088,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
Dushmantha Chameera,Pace Bowler,25,8.33,,28.2,71.0,14.0,7.4,20.1,Sri Lanka,T20,24.0,dushmantha chameera,,,Bowler,0.0,0.0,0.0,0.0,0.0,12.509773260359658,15.620063233655559,12.467569384358828,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1
Matthew Kuhnemann,Spin Bowler,40,10.0,18.0,26.0,85.0,10.0,7.45,20.9,Australia,T20,0.0,matthew kuhnemann,,,,0.0,0.0,0.0,0.0,0.0,12.382069324993488,1.5984752497381147,1.1070547274521587,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Jayden Seales,Pace Bowler,15,7.5,,24.8,88.5,12.0,8.2,18.1,West Indies,T20,13.0,jayden seales,,,,0.0,0.0,0.0,0.0,0.0,12.0997306923812,8.113329864095016,6.613027926097612,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0
Ripon Mondol,Pace Bowler,10,5.0,9.0,24.2,90.0,6.0,8.1,17.9,Bangladesh,T20,4.0,ripon mondol,,,,0.0,1.0,4.0,0.0,0.0,10.861784380158113,3.5441154286015695,2.307400101612707,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
Tinotenda Maposa,Pace Bowler,15,5.0,,22.1,90.0,10.0,7.9,16.8,Zimbabwe,T20,11.0,tinotenda maposa,,,,0.0,0.0,0.0,0.0,0.0,10.861784380158113,7.239721035740632,5.480229915440528,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,0
Fazalhaq Farooqi,Pace Bowler,10,3.33,20.0,20.1,90.0,8.0,7.1,17.0,Afghanistan,T20,66.0,fazalhaq farooqi,,,Bowler,17.0,16.0,54.0,0.0,0.0,9.674224654678142,35.67640207872158,29.527103824635216,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,0
M. Rahman,Pace Bowler,15,5.0,20.0,19.4,85.0,8.0,7.9,14.7,Bangladesh,T20,0.0,m. rahman,,,,0.0,0.0,0.0,0.0,0.0,8.472765181131095,1.7169190288244107,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0
