player_name,role,Runs 2025,bat_avg,Wkts 2025,bowl_avg,strike_rate,highest_score,economy,Bowling SR,team,format,wickets,name_key,bbi_wkts,designation,role_sq,runs,innings,matches_played,centuries,five_wickets,batting_score,bowling_score,allrounder_score,is_wicketkeeper,is_batter,is_bowler,is_spin_bowler,is_pace_bowler,is_allrounder,is_batting_ar,is_bowling_ar,high_striker,power_hitter,elite_striker,experienced_batter,elite_batter,wicket_taker,economy_bowler,century_scorer,role_encoded,is_in_probable_11
Craig Ervine,Batter,440,36.66,,0.0,78.2,102.0,0.0,0.0,Zimbabwe,ODI,0.0,craig ervine,,,Batter,0.0,0.0,0.0,0.0,0.0,41.417844342386786,0.0,9.905982608797544,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Gulbadin Naib,Bowling All-Rounder,280,25.45,10.0,34.8,94.5,82.0,5.65,37.0,Afghanistan,ODI,74.0,gulbadin naib,,,All-Rounder,1332.0,78.0,89.0,0.0,0.0,41.31699805121356,35.94815950373702,42.46048246674152,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,0
Jimmy Neesham,Bowling All-Rounder,520,31.0,26.0,34.0,102.4,74.0,5.8,35.2,New Zealand,ODI,0.0,jimmy neesham,,,,0.0,0.0,0.0,0.0,0.0,40.96539881982584,1.5050429405488424,11.130264024831199,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,1
Ryan Burl,Batting All-Rounder,340,30.9,,35.2,102.5,75.0,5.5,38.4,Zimbabwe,ODI,11.0,ryan burl,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,40.890445495305194,6.675522405681299,15.79392558792646,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,2,1
Sadeera Samarawickrama,Batter,440,33.84,,0.0,86.5,92.0,0.0,0.0,Sri Lanka,ODI,0.0,sadeera samarawickrama,,,,0.0,0.0,0.0,0.0,0.0,40.42437209555868,0.0,9.598605103831673,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Tim Seifert,Wicketkeeper,657,32.0,0.0,0.0,95.0,55.0,0.0,0.0,New Zealand,ODI,0.0,tim seifert,,,Wicketkeeper-Batter,0.0,0.0,0.0,0.0,0.0,40.40665585521743,0.0,9.593123749147782,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0
Mark Chapman,Batter,620,33.0,4.0,45.0,88.5,82.0,5.4,50.0,New Zealand,ODI,0.0,mark chapman,,,Batter,0.0,0.0,0.0,0.0,0.0,40.03188923261424,1.4459730023339121,10.787894042925476,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
George Dockrell,Bowling All-Rounder,320,32.0,12.0,31.4,92.1,74.0,5.15,36.6,Ireland,ODI,0.0,george dockrell,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,39.8138431976451,1.7374050857819667,10.984603818627818,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,4,1
Rashid Khan,Bowling All-Rounder,210,21.0,28.0,22.4,105.4,60.0,4.35,30.9,Afghanistan,ODI,210.0,rashid khan,17-May,Captain,All-Rounder,1393.0,89.0,117.0,0.0,0.0,39.632592431077015,100.0,100.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Jamie Overton,Bowling All-Rounder,354,28.0,24.0,37.0,108.2,64.0,5.3,41.9,England,ODI,0.0,jamie overton,,,,0.0,0.0,0.0,0.0,0.0,39.289169926000625,1.5833694946801224,10.682643720708583,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0
Sahibzada Farhan,Batter,805,30.9,,0.0,91.1,110.0,0.0,0.0,Pakistan,ODI,0.0,sahibzada farhan,,,Batter,64.0,3.0,3.0,0.0,0.0,38.908952152523206,0.0,9.129738457025017,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Tony de Zorzi,Batter,256,32.0,,0.0,86.8,110.0,0.0,0.0,South Africa,ODI,0.0,tony de zorzi,,,,0.0,0.0,0.0,0.0,0.0,38.730426961392226,0.0,9.074503267518114,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Wiaan Mulder,Bowling All-Rounder,380,31.0,,30.0,91.2,52.0,5.25,34.3,South Africa,ODI,28.0,wiaan mulder,,,,0.0,0.0,0.0,0.0,0.0,38.67591545264994,14.765232852563516,22.441785058311048,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,4,1
Jacob Bethell,Batting All-Rounder,480,30.0,16.0,33.0,95.0,72.0,5.5,36.0,England,ODI,0.0,jacob bethell,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,38.49875304923752,1.60180648275991,10.454803433573527,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0
Afif Hossain,Batter,210,26.25,1.0,55.0,90.0,62.0,5.5,60.0,Bangladesh,ODI,4.0,afif hossain,,,,713.0,33.0,38.0,0.0,0.0,37.786015072432164,3.187549185587275,11.671702504548914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Marco Jansen,Bowling All-Rounder,350,29.0,,32.0,95.8,64.0,5.15,37.3,South Africa,ODI,30.0,marco jansen,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,37.70833617247441,15.67840019352279,22.97017180412458,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Roston Chase,Batting All-Rounder,280,31.1,,35.2,85.5,82.0,4.9,43.1,West Indies,ODI,11.0,roston chase,,,,0.0,0.0,0.0,0.0,0.0,37.606127093582636,6.856750143147284,14.942043122219282,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,2,1
Shadab Khan,Bowling All-Rounder,210,23.3,,34.2,96.8,68.0,5.35,38.4,Pakistan,ODI,16.0,shadab khan,,,All-Rounder,855.0,44.0,70.0,0.0,0.0,37.13596533068044,9.061610930995583,16.79520265376334,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Matt Renshaw,Batter,450,32.0,6.0,36.0,78.2,74.0,6.1,35.4,Australia,ODI,0.0,matt renshaw,,,,0.0,0.0,0.0,0.0,0.0,36.97243080445359,1.3989671725485229,9.798697175230995,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Tadiwanashe Marumani,Batter,310,28.18,,0.0,92.1,88.0,0.0,0.0,Zimbabwe,ODI,0.0,tadiwanashe marumani,,,,0.0,0.0,0.0,0.0,0.0,36.16974883822347,0.0,8.282236694361899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Romario Shepherd,Bowling All-Rounder,197,24.0,,31.5,110.2,64.0,5.8,32.6,West Indies,ODI,18.0,romario shepherd,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,35.88220062960792,9.930696532510082,17.195085942973716,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Stephen Doheny,Batter,340,30.9,0.0,0.0,74.0,82.0,0.0,0.0,Ireland,ODI,0.0,stephen doheny,,,,0.0,0.0,0.0,0.0,0.0,35.06452799847368,0.0,7.940284490620713,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Haseebullah Khan,Wicketkeeper,140,28.0,,0.0,84.0,62.0,0.0,0.0,Pakistan,ODI,0.0,haseebullah khan,,,,0.0,2.0,2.0,0.0,0.0,34.34225050763842,0.0,7.716813876585166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Ryan Rickelton,Wicketkeeper,266,26.6,,0.0,90.4,95.0,0.0,0.0,South Africa,ODI,0.0,ryan rickelton,,,Batter,0.0,0.0,0.0,0.0,0.0,34.314994753267285,0.0,7.708381023225335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Gareth Delany,Bowling All-Rounder,210,23.33,9.0,36.5,105.6,58.0,5.6,39.1,Ireland,ODI,0.0,gareth delany,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,34.30272966380027,1.5094858459514677,9.072880353458576,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,1
Richmond Mutumbami,Wicketkeeper,280,25.45,,0.0,95.0,66.0,0.0,0.0,Zimbabwe,ODI,0.0,richmond mutumbami,,,,0.0,0.0,0.0,0.0,0.0,34.158274165633216,0.0,7.6598921164063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Mark Adair,Spin Bowler,140,20.0,24.0,25.4,115.2,44.0,5.4,28.2,Ireland,ODI,0.0,mark adair,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,33.08848580656591,1.8348198656308972,8.992100213170549,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Ikram Alikhil,Wicketkeeper,190,27.14,0.0,0.0,78.0,58.0,0.0,0.0,Afghanistan,ODI,0.0,ikram alikhil,,,,0.0,1.0,0.0,0.0,0.0,32.29534335436569,0.0,7.083506589261787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Dunith Wellalage,Bowling All-Rounder,220,24.44,,27.8,88.2,52.0,5.15,32.4,Sri Lanka,ODI,19.0,dunith wellalage,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,31.804739775685142,10.66879609525483,16.602591535688813,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,0
Luke Jongwe,Pace Bowler,120,24.0,,36.5,88.0,55.0,5.7,38.4,Zimbabwe,ODI,10.0,luke jongwe,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,31.344117526812845,6.135496064111883,12.350804426823156,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Tony Munyonga,Batting All-Rounder,210,23.33,,39.0,90.5,52.0,5.8,40.3,Zimbabwe,ODI,6.0,tony munyonga,,,,0.0,0.0,0.0,0.0,0.0,31.216015481268485,4.210444363549019,10.566180542588082,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0
Rishad Hossain,Spin Bowler,140,17.5,18.0,26.5,110.5,48.0,5.35,29.7,Bangladesh,ODI,29.0,rishad hossain,Jun-35,,,182.0,15.0,19.0,0.0,0.0,30.73495141661784,15.301234640368374,20.47073939187861,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Mohammad Wasim Jr,Pace Bowler,85,21.25,,30.6,92.1,35.0,5.45,33.7,Pakistan,ODI,14.0,mohammad wasim jr,,,,0.0,0.0,0.0,0.0,0.0,29.558865615503073,8.181395930582642,13.65298647994258,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Andy McBrine,Spin Bowler,120,24.0,21.0,27.8,72.8,38.0,4.85,34.4,Ireland,ODI,0.0,andy mcbrine,,,,0.0,0.0,0.0,0.0,0.0,28.236961528502704,1.9286931747600868,7.576145061574949,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Rehan Ahmed,Spin Bowler,140,20.0,26.0,31.0,88.0,45.0,5.65,32.9,England,ODI,12.0,rehan ahmed,,,Bowler,99.0,7.0,9.0,0.0,0.0,28.067975851401627,7.188660648865096,12.29183091165898,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Gudakesh Motie,Spin Bowler,110,22.0,,26.8,75.4,34.0,4.8,33.5,West Indies,ODI,19.0,gudakesh motie,,,Bowler,0.0,0.0,0.0,0.0,0.0,26.860545932760054,10.814485081377574,15.20493371258554,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Keshav Maharaj,Bowling All-Rounder,120,20.0,,28.0,82.5,28.0,4.85,34.6,South Africa,ODI,34.0,keshav maharaj,,,Bowler,0.0,0.0,0.0,0.0,0.0,26.40401204704343,17.738007389578478,21.339605017917528,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Wesley Madhevere,Batting All-Rounder,180,20.0,,41.0,82.3,48.0,5.3,46.4,Zimbabwe,ODI,7.0,wesley madhevere,,,,0.0,0.0,0.0,0.0,0.0,26.36312841548672,4.779635832223466,9.580662402510598,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0
Shaheen Afridi,Pace Bowler,110,18.3,,24.8,85.5,44.0,5.15,28.9,Pakistan,ODI,25.0,shaheen afridi,,,,0.0,0.0,0.0,0.0,0.0,25.395549135311192,13.558375162696434,17.23890458041624,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Pat Cummins,Pace Bowler,90,18.0,42.0,24.0,85.0,24.0,5.35,26.9,Australia,ODI,0.0,pat cummins,,,Bowler,0.0,0.0,0.0,0.0,0.0,25.007154635522426,1.90098574269755,6.551736157247709,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Matthew Forde,Pace Bowler,95,19.0,,28.6,80.0,38.0,5.4,31.8,West Indies,ODI,14.0,matthew forde,,,Bowler,0.0,0.0,0.0,0.0,0.0,24.93901524959457,8.247047261126832,12.283128382977498,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Mohammad Hasnain,Pace Bowler,65,16.25,,33.4,88.4,24.0,5.65,35.5,Pakistan,ODI,10.0,mohammad hasnain,,,,53.0,7.0,15.0,0.0,0.0,24.32167241308821,6.205796268266222,10.241804341329196,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
N. Kharote,Bowling All-Rounder,85,17.0,15.0,26.5,85.0,45.0,4.95,32.1,Afghanistan,ODI,0.0,n. kharote,,,,0.0,0.0,0.0,0.0,0.0,24.053203232532468,1.93480136899305,6.287238927141874,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0
Kagiso Rabada,Pace Bowler,100,18.0,,27.0,80.0,22.0,5.3,30.6,South Africa,ODI,38.0,kagiso rabada,,,Bowler,0.0,0.0,0.0,0.0,0.0,23.985063846604618,19.48610301689483,22.175774500046785,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Brad Evans,Bowling All-Rounder,95,19.0,,33.2,72.8,42.0,5.4,36.9,Zimbabwe,ODI,12.0,brad evans,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,23.46720451355292,7.206889206296337,10.884888790004023,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,1
Johnson Charles,Wicketkeeper,48,16.0,,0.0,85.0,39.0,0.0,0.0,West Indies,ODI,0.0,johnson charles,,,Batter,0.0,0.0,0.0,0.0,0.0,23.09925182954251,0.0,4.23826186565448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
T. van Woerkom,Bowling All-Rounder,85,17.0,8.0,31.0,78.5,35.0,4.95,37.6,Ireland,ODI,0.0,t. van woerkom,,,,0.0,0.0,0.0,0.0,0.0,22.724485206939313,1.8105864658561774,5.76354102604403,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0
Maheesh Theekshana,Spin Bowler,95,15.83,,26.4,82.0,28.0,4.65,34.1,Sri Lanka,ODI,24.0,maheesh theekshana,,,Bowler,0.0,0.0,0.0,0.0,0.0,22.323825617683536,13.207766386103769,15.97070788038291,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Adil Rashid,Spin Bowler,120,15.0,42.0,28.0,85.0,35.0,4.85,34.6,England,ODI,0.0,adil rashid,,,Bowler,0.0,0.0,0.0,0.0,0.0,22.145300426552556,1.9228668333802226,5.686120968729431,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Ish Sodhi,Spin Bowler,140,18.0,36.0,31.0,70.0,20.0,5.1,36.5,New Zealand,ODI,0.0,ish sodhi,,,Bowler,0.0,0.0,0.0,0.0,0.0,21.940882268769,1.7622195860313776,5.477253671450629,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Kuldeep Yadav,Spin Bowler,120,15.0,45.0,26.0,75.0,33.0,4.95,31.5,India,ODI,194.0,kuldeep yadav,Apr-41,,,212.0,44.0,120.0,0.0,0.0,21.25676283405334,92.19058859839,87.23562236661371,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Ben Sears,Pace Bowler,128,16.9,41.0,32.4,70.5,22.0,4.95,33.9,New Zealand,ODI,0.0,ben sears,,,Bowler,0.0,0.0,0.0,0.0,0.0,20.993744804371822,1.778978969927659,5.199403790213194,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Adam Zampa,Spin Bowler,120,15.0,38.0,28.0,78.5,22.0,5.15,32.6,Australia,ODI,0.0,adam zampa,,,Bowler,0.0,0.0,0.0,0.0,0.0,20.8165824009594,1.82509709011712,5.186394644909112,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Jofra Archer,Pace Bowler,90,12.0,35.0,26.0,92.0,30.0,5.1,30.6,England,ODI,0.0,jofra archer,,,Bowler,0.0,0.0,0.0,0.0,0.0,20.714373322067615,1.902890309669289,5.225288173884677,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Matt Henry,Pace Bowler,120,15.0,45.0,26.0,75.4,24.0,5.05,30.9,New Zealand,ODI,0.0,matt henry,,,Bowler,0.0,0.0,0.0,0.0,0.0,20.182886111830364,1.9186933496120453,5.075172415312925,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Anrich Nortje,Pace Bowler,90,15.0,,26.0,75.0,18.0,5.45,28.6,South Africa,ODI,32.0,anrich nortje,,,Bowler,0.0,0.0,0.0,0.0,0.0,20.101118848716936,16.68522619360764,18.435199747780235,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Wellington Masakadza,Spin Bowler,85,17.0,,31.4,65.4,34.0,4.7,40.1,Zimbabwe,ODI,14.0,wellington masakadza,,,,0.0,0.0,0.0,0.0,0.0,20.046607339974653,8.400856866720476,10.908854027971834,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Usama Mir,Spin Bowler,40,13.3,,31.9,80.0,20.0,5.2,36.8,Pakistan,ODI,18.0,usama mir,,,,40.0,6.0,12.0,0.0,0.0,19.719538287520958,10.083609105129574,12.33301359585516,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Barry McCarthy,Pace Bowler,65,13.0,15.0,32.2,80.4,24.0,5.9,32.7,Ireland,ODI,0.0,barry mccarthy,,,Bowler,0.0,0.0,0.0,0.0,0.0,19.29707409476826,1.5185378797311402,4.438378276170927,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Senuran Muthusamy,Spin Bowler,80,15.0,,26.0,69.0,12.0,5.19,34.1,South Africa,ODI,31.0,senuran muthusamy,,,,0.0,0.0,0.0,0.0,0.0,18.874609902015564,16.294899130716715,17.70190403573543,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Alzarri Joseph,Pace Bowler,70,14.0,,27.4,72.5,22.0,5.5,29.9,West Indies,ODI,21.0,alzarri joseph,,,Bowler,0.0,0.0,0.0,0.0,0.0,18.63612205126807,11.510422005127612,13.291161765158218,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Lungi Ngidi,Pace Bowler,80,14.0,,29.0,68.0,19.0,5.1,34.1,South Africa,ODI,36.0,lungi ngidi,,,Bowler,0.0,0.0,0.0,0.0,0.0,17.716240341242045,18.55810995981367,19.395026213812685,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Gus Atkinson,Pace Bowler,70,12.0,30.0,29.0,75.0,22.0,5.35,32.5,England,ODI,0.0,gus atkinson,,,Bowler,0.0,0.0,0.0,0.0,0.0,17.239264639747066,1.7380825771053705,4.000707144633883,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0
Taskin Ahmed,Pace Bowler,60,12.0,26.0,24.1,65.0,18.0,5.2,27.8,Bangladesh,ODI,126.0,taskin ahmed,Apr-47,,,244.0,49.0,88.0,0.0,0.0,16.525163875223154,60.55000562288348,57.0906393350401,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Mark Wood,Pace Bowler,60,10.0,28.0,27.0,80.0,25.0,5.45,29.7,England,ODI,0.0,mark wood,,,Bowler,0.0,0.0,0.0,0.0,0.0,16.353452622684966,1.7680858568994022,3.753836294239435,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Hayden Walsh Jr,Spin Bowler,50,12.5,,36.5,68.0,18.0,5.7,38.4,West Indies,ODI,9.0,hayden walsh jr,,,,0.0,0.0,0.0,0.0,0.0,16.28531323675711,5.670344871282522,7.270010277524393,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Akeal Hosein,Spin Bowler,60,12.0,,30.4,70.0,25.0,5.0,36.5,West Indies,ODI,17.0,akeal hosein,,,All-Rounder,0.0,0.0,0.0,0.0,0.0,16.217173850829255,9.716149263293499,10.916302933907275,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Mohammad Siraj,Pace Bowler,77,13.0,63.0,24.0,65.0,28.0,4.45,28.0,India,ODI,0.0,mohammad siraj,,,Bowler,0.0,0.0,0.0,0.0,0.0,16.149034464901405,2.208709413266169,4.089999150107219,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Will ORourke,Pace Bowler,90,12.0,42.0,25.0,68.0,18.0,4.85,30.9,New Zealand,ODI,0.0,will orourke,,,,0.0,0.0,0.0,0.0,0.0,15.80833753526213,2.020050207596357,3.8135757628453133,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Lockie Ferguson,Pace Bowler,80,11.0,38.0,27.0,72.3,15.0,5.35,30.3,New Zealand,ODI,0.0,lockie ferguson,,,Bowler,0.0,0.0,0.0,0.0,0.0,15.733384210741491,1.7960037026492568,3.587295393858441,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0
Naseem Shah,Pace Bowler,50,10.0,,26.5,70.0,18.0,4.95,32.1,Pakistan,ODI,22.0,naseem shah,Mar-40,,Bowler,224.0,18.0,34.0,0.0,0.0,15.53032884067649,12.168127611238978,12.926424377337586,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,0
Jeffrey Vandersay,Spin Bowler,40,10.0,,25.5,75.0,18.0,5.25,29.1,Sri Lanka,ODI,18.0,jeffrey vandersay,,,,0.0,0.0,0.0,0.0,0.0,15.331361833767154,10.247109869272446,11.123531711373037,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Dilshan Madushanka,Pace Bowler,35,8.75,,29.1,80.5,12.0,5.4,32.3,Sri Lanka,ODI,22.0,dilshan madushanka,,,Bowler,0.0,0.0,0.0,0.0,0.0,15.2632224478393,11.954633584665261,12.650257830679088,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
A. Ghazanfar,Spin Bowler,30,10.0,16.0,23.8,70.0,15.0,4.7,30.4,Afghanistan,ODI,0.0,a. ghazanfar,,,,0.0,0.0,0.0,0.0,0.0,14.309271044849343,2.119348898233014,3.4397794858654906,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Josh Hazlewood,Pace Bowler,40,10.0,25.0,25.0,70.0,15.0,5.5,27.3,Australia,ODI,0.0,josh hazlewood,,,,0.0,0.0,0.0,0.0,0.0,14.309271044849343,1.8216961375519714,3.1699680652277733,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Mitchell Starc,Pace Bowler,60,12.0,28.0,26.0,60.0,10.0,4.8,32.5,Australia,ODI,0.0,mitchell starc,,,,0.0,0.0,0.0,0.0,0.0,14.172992272993636,2.0026469993079385,3.2918291848026167,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Jasprit Bumrah,Pace Bowler,70,12.0,40.0,25.0,55.0,18.0,5.25,28.6,India,ODI,76.0,jasprit bumrah,,,Bowler,57.0,21.0,50.0,0.0,0.0,13.461617083906841,37.24366424604235,35.01643434582449,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Jayden Seales,Pace Bowler,40,10.0,,34.0,65.0,12.0,5.3,38.5,West Indies,ODI,12.0,jayden seales,,,,0.0,0.0,0.0,0.0,0.0,13.287180255931535,7.219260407957799,7.746432105249984,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,0
Arshdeep Singh,Pace Bowler,50,10.0,29.0,27.0,60.0,15.0,5.65,28.7,India,ODI,25.0,arshdeep singh,Feb-33,,Bowler,56.0,10.0,15.0,0.0,0.0,12.57035391597051,13.34399471311599,13.076497337943046,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Tanvir Islam,Spin Bowler,30,10.0,11.0,27.5,60.0,15.0,4.6,35.9,Bangladesh,ODI,16.0,tanvir islam,May-39,,,42.0,8.0,10.0,0.0,0.0,12.494037803731313,9.471227008877973,9.542362033752468,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,6,1
Blessing Muzarabani,Pace Bowler,65,13.0,,26.8,45.2,18.0,4.6,35.0,Zimbabwe,ODI,22.0,blessing muzarabani,,,Bowler,0.0,0.0,0.0,0.0,0.0,12.101554940786873,12.283671865250746,11.970308095851298,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Josh Little,Pace Bowler,45,9.0,22.0,26.8,60.5,18.0,5.25,30.6,Ireland,ODI,0.0,josh little,,,Bowler,0.0,0.0,0.0,0.0,0.0,11.413347142915548,1.831252669860553,2.2826400453130242,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
F. Farooqi,Pace Bowler,40,8.0,24.0,25.1,65.0,12.0,4.85,31.1,Afghanistan,ODI,0.0,f. farooqi,,,,0.0,0.0,0.0,0.0,0.0,11.37927744995162,2.0164364831899135,2.439961381902166,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1
Haris Rauf,Pace Bowler,30,6.0,,28.1,65.0,12.0,5.8,29.1,Pakistan,ODI,24.0,haris rauf,Apr-61,,,108.0,23.0,56.0,0.0,0.0,10.060098938388368,12.808706226018433,11.814611964741175,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,0
Asitha Fernando,Pace Bowler,20,5.0,,32.4,72.4,15.0,5.35,36.3,Sri Lanka,ODI,15.0,asitha fernando,,,,0.0,0.0,0.0,0.0,0.0,10.030117608580113,8.63329554169194,8.020477637912332,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Mustafizur Rahman,Pace Bowler,35,7.0,24.0,25.8,58.0,12.0,5.15,30.1,Bangladesh,ODI,188.0,mustafizur rahman,,,,179.0,61.0,120.0,0.0,0.0,9.970154948963597,89.34257929529122,81.161960760113,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
Noor Ahmad,Spin Bowler,25,6.25,19.0,24.9,60.0,10.0,4.9,30.5,Afghanistan,ODI,10.0,noor ahmad,,,Bowler,46.0,6.0,13.0,0.0,0.0,8.938524646015889,6.65807855361685,5.892279375635348,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1
Bilal Sami,Pace Bowler,15,7.5,11.0,28.2,55.0,5.0,5.75,29.4,Afghanistan,ODI,5.0,bilal sami,,,,0.0,1.0,2.0,0.0,0.0,8.85812017062102,3.9801760499977465,3.439981065666962,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0
Graham Hume,Pace Bowler,30,7.5,11.0,34.8,52.0,12.0,5.3,39.4,Ireland,ODI,0.0,graham hume,,,,0.0,0.0,0.0,0.0,0.0,8.244865697270338,1.6221140313615057,1.11274425965843,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0
Richard Ngarava,Pace Bowler,40,10.0,,28.5,40.1,12.0,4.9,34.9,Zimbabwe,ODI,19.0,richard ngarava,,,Bowler,0.0,0.0,0.0,0.0,0.0,8.19716812712084,10.729405068914035,9.353415432154094,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1
