player_name,match_type,match_id,runs,balls_faced,fours,sixes,not_outs,strike_rate,avg,power_play_impact,match_winning_impact,death_overs_efficiency,pressure_handling,boundary_consistency,confidence_interval,form_index
BKG Mendis,TEST,06-Feb-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BKG Mendis,TEST,17-Jun-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BKG Mendis,TEST,18-Sep-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BKG Mendis,TEST,2024,490,729,59,6,1,22.403333333333332,32.66,100.0,75.128,36.721,31.33,26.74897119341564,0.4620166666666667,176.697558688832
BKG Mendis,TEST,2025,279,384,29,5,1,36.325,55.8,72.53,72.53999999999999,35.8975,42.9,26.5625,0.531625,211.48046525702358
BKG Mendis,TEST,21-Aug-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,142.34251846872928
BKG Mendis,TEST,22-Mar-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,97.02743875990541
BKG Mendis,TEST,25-Jun-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,66.69519154853947
BKG Mendis,TEST,26-Sep-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,46.10501248827741
BKG Mendis,TEST,29-Jan-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,31.994497760507027
BKG Mendis,TEST,30-Mar-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,22.261430249589587
BM Duckett,ODI,2024,305,278,35,4,0,109.71,61.0,100.0,79.30000000000001,52.913,30.5,42.086330935251794,0.8985499999999998,305.0
BM Duckett,ODI,2025,537,508,68,8,0,105.7,35.8,100.0,82.34,71.71000000000001,17.9,44.88188976377953,0.8785,441.47058823529414
BM Duckett,ODI,2026,108,145,7,2,0,37.24,36.0,28.896,39.6,21.172,18.0,18.620689655172413,0.5362,289.20091324200916
BM Duckett,ODI,24-Jan-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,175.0276352151599
BM Duckett,ODI,27-Jan-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,111.91139879557174
BM Duckett,T20,06-Jun-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BM Duckett,TEST,02-Jul-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BM Duckett,TEST,04-Jan-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BM Duckett,TEST,10-Jul-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BM Duckett,TEST,2024,1149,1320,153,7,1,43.52,37.06,100.0,100.0,48.056,33.53,36.36363636363637,0.5676000000000001,453.61231741018554
BM Duckett,TEST,2025,735,833,100,6,0,44.115,40.83,100.0,100.0,43.2345,20.415,38.175270108043215,0.570575,555.0827593667736
BM Duckett,TEST,2026,69,79,11,0,0,43.67,34.5,39.468,34.5,13.101,17.25,41.77215189873417,0.56835,389.81425759136675
BM Pecic,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BM Pecic,T20,2025,295,224,24,14,1,65.845,26.81,74.338,50.948,89.7535,28.405,50.892857142857146,0.679225,173.52941176470588
BM Pecic,T20,29-Jun-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,94.29223744292237
BM Pecic,T20,31-Oct-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,57.06671930517173
BM Scholtz,ODI,2024,485,99,9,2,2,68.575,28.42,45.43000000000001,71.236,30.5725,44.21,33.33333333333333,0.6928749999999999,485.0
BM Scholtz,ODI,2025,310,0,0,0,0,20.0,10.33,8.0,39.264,6.0,5.165,0.0,0.45,382.05882352941177
BM Scholtz,ODI,2026,137,13,0,0,2,115.61500000000001,128.0,46.24600000000001,100.0,34.6845,94.0,0.0,0.9280750000000001,270.1598173515982
BM Tickner,ODI,2025,159,0,0,0,0,16.0,17.66,6.4,30.028,4.8,8.83,0.0,0.43,159.0
BM Tickner,ODI,2026,94,21,2,0,0,37.656666666666666,18.75,19.062666666666665,24.4,11.296999999999999,9.375,28.57142857142857,0.5382833333333333,120.76470588235296
BM Tickner,TEST,2025,32,0,0,0,0,24.0,8.0,9.600000000000001,9.600000000000001,7.199999999999999,4.0,0.0,0.47,32.0
BRM Taylor,ODI,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BRM Taylor,T20,09-Feb-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BRM Taylor,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BRM Taylor,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BRM Taylor,TEST,2025,83,162,13,0,0,51.23,27.66,46.492000000000004,30.428,15.368999999999998,13.83,24.074074074074073,0.60615,83.0
BT Foakes,TEST,02-Feb-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BT Foakes,TEST,07-Mar-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BT Foakes,TEST,15-Feb-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BT Foakes,TEST,2024,205,521,18,2,0,19.67,20.5,43.868,36.900000000000006,15.901,10.25,11.516314779270633,0.44835,80.93170153967628
BT Foakes,TEST,23-Feb-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,51.74714218744366
BT Foakes,TEST,25-Jan-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,34.15307513676531
BTJ Wheal,T20,14-Feb-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
BV Sears,ODI,2025,197,0,0,0,0,20.6,19.7,8.24,35.46,6.180000000000001,9.85,0.0,0.45299999999999996,197.0
BV Sears,T20,2026,128,0,0,0,0,12.2,12.8,4.88,23.040000000000003,3.6599999999999997,6.4,0.0,0.41100000000000003,128.0
BV Sears,TEST,2024,161,0,0,0,0,39.6,32.2,15.840000000000002,41.86000000000001,11.88,16.1,0.0,0.5479999999999999,161.0
Babar Azam,ODI,08-Aug-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
Babar Azam,ODI,2024,228,298,25,1,2,76.51,57.0,80.604,68.4,27.953,58.5,26.174496644295303,0.7325499999999999,134.11764705882354
Babar Azam,ODI,2025,544,705,56,7,1,38.58,34.0,100.0,81.6,46.574,32.0,26.808510638297875,0.5428999999999999,321.2785388127854
Babar Azam,ODI,29-Mar-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,194.44137386498227
Babar Azam,T20,2024,738,554,76,20,1,66.605,33.54,100.0,100.0,100.0,31.77,51.985559566787,0.6830250000000001,738.0
Babar Azam,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,303.88235294117646
Babar Azam,T20,2026,167,142,11,3,1,58.8,27.83,45.519999999999996,38.964,32.64,28.915,29.577464788732392,0.644,241.3789954337899
Babar Azam,T20,29-Jan-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,146.08527437820763
Babar Azam,T20,29-Nov-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,93.40586347409035
Babar Azam,T20,31-Jan-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,61.64780002516005
Babar Azam,TEST,03-Jan-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
Babar Azam,TEST,2024,202,421,27,0,0,23.99,20.2,63.596000000000004,36.36,7.196999999999999,10.1,19.239904988123516,0.46995,118.82352941176471
Babar Azam,TEST,2025,315,583,38,0,0,27.015,31.5,86.806,56.7,8.1045,15.75,19.554030874785592,0.485075,208.40182648401827
Babar Azam,TEST,25-Jan-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,126.1271219897355
Babar Hayat,T20,17-Feb-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
Babar Hayat,T20,2024,651,474,31,50,2,68.67,31.0,89.468,89.89999999999999,100.0,45.5,51.265822784810126,0.6933500000000001,382.94117647058823
Babar Hayat,T20,2025,370,324,19,21,3,57.095,20.55,60.838,53.44,100.0,55.275,37.03703703703704,0.635475,377.0319634703197
Babar Hayat,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,228.18397157520727
Babar Hayat,T20,24-Jul-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,145.89917420936857
Baseer Khan,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
Basil Hameed,ODI,20-Sep-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
Basil Hameed,ODI,2024,515,304,16,11,1,43.083333333333336,40.14,49.233333333333334,83.612,67.925,35.07,26.644736842105264,0.5654166666666667,302.94117647058823
Basil Hameed,T20,08-Oct-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
Basil Hameed,T20,2024,240,0,0,0,0,11.25,12.0,4.5,33.6,3.375,6.0,0.0,0.40625,141.1764705882353
Basir Ahamad,ODI,2026,21,45,3,0,0,23.33,10.5,15.331999999999999,10.5,6.999,5.25,20.0,0.46665,21.0
Basir Ahamad,ODI,25-Apr-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,8.647058823529411
Bilal Khan,ODI,2024,149,0,0,0,0,27.33,24.83,10.932,34.764,8.199,12.415,0.0,0.48664999999999997,149.0
Bilal Tahir,T20,12-Apr-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
Bilal Zalmai,T20,2025,1989,650,103,57,3,59.336666666666666,31.5,100.0,100.0,100.0,60.75,73.84615384615385,0.6466833333333334,1989.0
Bilal Zalmai,T20,2026,150,80,15,11,1,93.75,25.0,67.5,35.0,83.125,27.5,97.5,0.81875,907.2352941176471
C Bosch,ODI,2025,817,204,24,5,3,54.51333333333333,58.7,69.80533333333334,100.0,41.354,74.35,42.64705882352941,0.6225666666666666,817.0
C Bosch,T20,2025,350,0,0,0,0,13.2,17.5,5.28,49.0,3.9599999999999995,8.75,0.0,0.41600000000000004,350.0
C Bosch,T20,2026,242,0,0,0,0,14.3,18.61,5.720000000000001,39.088,4.29,9.305,0.0,0.4215,286.47058823529414
C Bosch,TEST,2024,198,94,15,0,1,59.085,81.0,53.634,84.6,17.7255,55.5,47.87234042553192,0.645425,198.0
C Bosch,TEST,2025,349,225,16,1,1,35.199999999999996,54.66,46.08,78.628,15.559999999999999,42.33,22.666666666666668,0.5259999999999999,286.82352941176475
C Campher,ODI,2024,123,168,14,3,0,36.605,24.6,42.641999999999996,31.980000000000004,25.981499999999997,12.3,30.357142857142858,0.533025,123.0
C Campher,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Campher,T20,31-Jan-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Campher,TEST,2025,165,484,16,4,1,17.045,33.0,38.818,42.900000000000006,25.113500000000002,31.5,12.396694214876034,0.43522500000000003,165.0
C Carmichael,TEST,2025,100,213,11,0,0,46.94,25.0,40.775999999999996,30.0,14.081999999999999,12.5,15.492957746478874,0.5847,100.0
C Cassell,ODI,2024,50,0,0,0,0,10.0,7.14,4.0,10.712,3.0,3.57,0.0,0.4,50.0
C Chatphaisan,T20,08-May-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Chatphaisan,T20,2024,417,378,44,11,2,55.155,19.85,100.0,57.580000000000005,71.5465,39.925,43.650793650793645,0.625775,245.29411764705884
C Chatphaisan,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,133.28767123287673
C Chatphaisan,T20,24-Apr-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,80.66719305171733
C De Freitas,T20,2026,267,145,27,12,0,184.13,44.5,100.0,62.3,100.0,22.25,80.6896551724138,0.72935,267.0
C Esterhuizen,T20,15-Mar-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Esterhuizen,T20,17-Mar-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Esterhuizen,T20,2026,200,137,16,13,1,72.99,50.0,61.196,60.0,86.89699999999999,40.0,63.503649635036496,0.7149500000000001,91.32420091324201
C Esterhuizen,T20,22-Mar-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,55.27043031977892
C Esterhuizen,T20,25-Mar-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,35.339511737766394
C Fortuin,TEST,04-Feb-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Fortuin,TEST,13-Feb-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Fortuin,TEST,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Green,ODI,19-Aug-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Green,ODI,19-Sep-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Green,ODI,2024,184,226,18,3,1,40.705,61.33,52.282,67.464,27.2115,45.665,27.876106194690266,0.553525,84.01826484018265
C Green,ODI,2025,156,117,9,8,1,66.665,78.0,44.666000000000004,78.0,59.9995,54.0,43.58974358974359,0.6833250000000001,112.43584682195026
C Green,ODI,22-Aug-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,71.89066387797051
C Green,ODI,24-Aug-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,47.44778438512565
C Green,T20,01-Feb-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Green,T20,11-Feb-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Green,T20,2025,258,153,21,15,2,84.31,43.0,75.724,60.2,100.0,51.5,70.58823529411765,0.77155,117.8082191780822
C Green,T20,2026,117,95,7,5,0,61.575,19.5,38.63,27.3,43.4725,9.75,37.89473684210527,0.657875,117.48914330833006
C Green,T20,22-Jul-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,75.12170495113773
C Green,T20,29-Jan-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,49.58026907659198
C Green,TEST,03-Jul-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Green,TEST,04-Jan-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Green,TEST,17-Jan-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Green,TEST,2024,457,530,40,6,1,35.79333333333333,50.33,94.31733333333334,85.964,40.738,40.165,26.037735849056602,0.5289666666666666,180.41847611527834
C Green,TEST,2025,458,586,38,0,0,42.28333333333333,52.66,92.91333333333333,87.928,12.684999999999999,26.33,19.453924914675767,0.5614166666666667,280.51638960008654
C Green,TEST,2026,184,91,6,1,1,69.61,125.0,39.844,100.0,25.883,77.5,23.076923076923077,0.6980500000000001,247.7007449416389
C Green,TEST,29-Feb-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,166.7215353376581
C Hinze,T20,2024,290,0,0,0,0,14.66,12.08,5.864000000000001,38.664,4.398,6.04,0.0,0.4233,290.0
C Kyewuta,T20,2024,334,0,0,0,0,12.03,12.84,4.812,43.672,3.6089999999999995,6.42,0.0,0.41015,334.0
C Madande,ODI,06-Jan-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Madande,ODI,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Madande,ODI,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Madande,ODI,28-Nov-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Madande,T20,2024,279,226,24,11,3,61.725,21.46,72.69,45.068,73.5175,55.730000000000004,46.46017699115044,0.658625,279.0
C Madande,TEST,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Madande,TEST,25-Jul-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Munoz-Mills,T20,14-Apr-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Munoz-Mills,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Munoz-Mills,T20,25-Aug-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Nunes,T20,09-Apr-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Nunes,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Nunes,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Nunes,T20,30-May-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Pyle,T20,07-May-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Pyle,T20,08-May-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Pyle,T20,09-May-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Pyle,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Pyle,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Roberts,T20,2026,195,179,12,1,2,108.93,39.0,67.572,50.7,37.679,49.5,21.787709497206706,0.8946500000000001,195.0
C Rumistrzewicz,T20,2024,148,0,0,0,0,9.22,8.22,3.6880000000000006,21.376,2.766,4.11,0.0,0.3961,148.0
C Stephenson,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Sudarsanan,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Sudarsanan,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Sudarsanan,T20,28-Aug-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Tear,ODI,04-Sep-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Tear,ODI,2024,237,347,18,5,3,68.29,39.5,63.316,55.3,45.487,64.75,19.88472622478386,0.6914500000000001,139.41176470588235
C Tear,ODI,2025,252,281,33,2,0,44.835,25.2,83.934,45.36,23.450499999999998,12.6,37.36654804270463,0.574175,190.82191780821918
C Tear,T20,14-Mar-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Tommy,T20,08-May-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Tommy,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
C Wickramasinghe,ODI,08-Jan-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CA Young,ODI,2024,223,0,0,0,0,28.5,27.87,11.4,44.596000000000004,8.549999999999999,13.935,0.0,0.4925,223.0
CA Young,TEST,2024,132,0,0,0,0,34.25,16.5,13.700000000000001,26.4,10.275,8.25,0.0,0.52125,132.0
CAK Rajitha,TEST,2024,171,0,0,0,0,30.0,17.1,12.0,30.78,9.0,8.55,0.0,0.5,171.0
CB Sole,T20,22-May-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CBRLS Kumara,TEST,2024,717,0,0,0,0,18.55,23.9,7.420000000000001,90.82000000000001,5.565,11.95,0.0,0.44275,717.0
CC Machado,T20,03-Apr-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CC Machado,T20,05-Apr-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CC Machado,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CF Tlali,T20,13-Mar-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CF Tlali,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CF Tlali,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CF Tlali,T20,31-Mar-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CJ Stamp,T20,13-Jul-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CJ Stamp,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CJPF Kalugamage,T20,2026,194,0,0,0,0,13.63,17.63,5.452000000000001,33.504,4.089,8.815,0.0,0.41814999999999997,194.0
CK Jasmat,T20,24-Aug-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CM McBride,ODI,12-Apr-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CM McBride,ODI,2026,12,8,0,1,0,75.0,12.0,30.0,10.8,27.5,6.0,37.5,0.725,7.0588235294117645
CN Ackermann,ODI,2024,63,0,1,0,0,21.6,12.6,10.64,16.38,6.48,6.3,100.0,0.45799999999999996,63.0
CN Greaves,ODI,22-Jul-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CN Kakuru,T20,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CPL Connolly,ODI,2025,106,0,0,0,0,22.0,17.66,8.8,24.728,6.6,8.83,0.0,0.46,106.0
CPL Connolly,T20,11-Feb-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CR Ervine,ODI,06-Jan-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CR Ervine,ODI,08-Jan-24,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CR Ervine,ODI,2024,167,241,18,2,1,34.645,20.87,49.858000000000004,33.396,20.393500000000003,25.435000000000002,24.896265560165975,0.523225,76.25570776255708
CR Ervine,ODI,2025,139,130,8,7,1,106.92,69.5,58.768,69.5,67.076,49.75,34.61538461538462,0.8846,101.02645084879589
CR Ervine,TEST,02-Jan-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CR Ervine,TEST,20-Apr-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CR Ervine,TEST,20-Oct-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CR Ervine,TEST,2024,138,256,12,0,1,53.9,46.0,45.56,50.60000000000001,16.169999999999998,38.0,14.0625,0.6195,54.48085274378208
CR Ervine,TEST,2025,461,1029,51,3,0,22.4,27.11,100.0,67.78800000000001,21.72,13.555,15.743440233236152,0.462,201.07460964263822
CR Ervine,TEST,28-Jun-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,132.70909196000233
CR Woakes,TEST,2024,987,382,25,0,2,35.13666666666666,24.09,64.05466666666666,100.0,10.540999999999999,42.045,19.63350785340314,0.5256833333333333,987.0
CR Woakes,TEST,2025,638,155,6,2,1,70.005,52.18,40.001999999999995,100.0,31.001499999999997,41.09,15.483870967741936,0.700025,781.7058823529412
CV Anto,T20,01-Mar-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
CV Anto,T20,2024,529,326,35,40,4,162.26,26.45,100.0,74.06,100.0,73.225,69.01840490797547,0.8387,311.1764705882353
CV Anto,T20,2025,259,172,20,18,0,150.58,32.37,100.0,51.796,100.0,16.185,66.27906976744187,0.8970999999999999,287.351598173516
CV Anto,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,173.90840900118437
CV Varun,ODI,2025,190,0,0,0,0,24.0,19.0,9.600000000000001,34.2,7.199999999999999,9.5,0.0,0.47,190.0
CV Varun,T20,2025,475,0,0,0,0,11.16,13.19,4.464,58.052,3.348,6.595,0.0,0.4058,475.0
CV Varun,T20,2026,395,0,0,0,0,14.33,21.94,5.732,57.05200000000001,4.2989999999999995,10.97,0.0,0.42164999999999997,427.94117647058823
Chaudhary Akram,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
Codi Yusuf,TEST,2025,122,0,0,0,0,14.1,12.2,5.640000000000001,21.96,4.2299999999999995,6.1,0.0,0.4205,122.0
D Brevis,ODI,2025,230,160,10,20,1,71.875,28.75,48.75,46.0,100.0,29.375,56.25,0.709375,230.0
D Brevis,T20,2025,464,263,27,39,2,176.42,30.93,100.0,71.144,100.0,45.465,75.2851711026616,0.7679,464.0
D Brevis,T20,2026,228,157,12,16,0,72.61,25.33,53.044,43.064,100.0,12.665,53.503184713375795,0.7130500000000001,325.1764705882353
D Brevis,TEST,06-Jul-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
D Brevis,TEST,2025,138,144,13,6,0,47.915,23.0,45.166,32.2,44.3745,11.5,39.583333333333336,0.589575,81.17647058823529
D Doyle-Calle,T20,2024,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
D Ebersohn,T20,2026,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
D Ferreira,ODI,2025,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
D Foxcroft,ODI,20-Apr-26,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0
